,hash,offset_difference,song_id
95,537c70f4284c100e03a3d884305d34,-383,5f7d91449fcf6858e3cae19b
96,71a0bf62b593a22f547ae2dce92726,-383,5f7d91449fcf6858e3cae19b
97,c186b1c73ad7b76f34a0c43fc54656,-383,5f7d91449fcf6858e3cae19b
98,c496ce17e9a981fae87cb5088f8bd9,-383,5f7d91449fcf6858e3cae19b
99,22c61d66fb27191399432edbfee9c4,-383,5f7d91449fcf6858e3cae19b
100,74950a6bf698de99f122e21abc7bd5,-383,5f7d91449fcf6858e3cae19b
101,de8e2fdb8034f19b210c4e128b06a0,-383,5f7d91449fcf6858e3cae19b
102,d94aef32534559177163666fef360a,-383,5f7d91449fcf6858e3cae19b
103,3e2751e792afe0e7f4611681223005,-383,5f7d91449fcf6858e3cae19b
104,647814055664871bd13f3b404a80bc,-383,5f7d91449fcf6858e3cae19b
105,56dd7b3908807c8e56447dd6795911,-383,5f7d91449fcf6858e3cae19b
106,838bf4dae93bac688da8f8e7bdc6ef,-383,5f7d91449fcf6858e3cae19b
107,249de4a00264bff20c42a8e48086dd,-383,5f7d91449fcf6858e3cae19b
108,6d74545e0f076d881aca194b8f1941,-383,5f7d91449fcf6858e3cae19b
109,edc95b5caf23021cac6937f7c9585b,-383,5f7d91449fcf6858e3cae19b
110,f5b2140fb022cbec70d36e26340481,-383,5f7d91449fcf6858e3cae19b
111,c06619e0fab97a7b11f2260375d64f,-383,5f7d91449fcf6858e3cae19b
112,3ae1f2e09c16b2b902036dbb033bf9,-383,5f7d91449fcf6858e3cae19b
113,c30d1578fbd0109187524f75036d37,-383,5f7d91449fcf6858e3cae19b
114,d70ccdb8ead784f10148e0aded16c5,-383,5f7d91449fcf6858e3cae19b
115,6108537826c4d3a94fd64bd4c34458,-383,5f7d91449fcf6858e3cae19b
116,e7d45b96a6b4d6537ca44339672287,-383,5f7d91449fcf6858e3cae19b
117,52444a7081398f73b5f20308e617e6,-383,5f7d91449fcf6858e3cae19b
118,d3515ab4e2dc959d9b453ea951ab32,-2655,5f7d91449fcf6858e3cae19b
119,555df6cf3bd1c6fa2797355dfc1291,-383,5f7d91449fcf6858e3cae19b
120,b73ceca0fbb8da1fd67395e3a2ecbc,-383,5f7d91449fcf6858e3cae19b
121,c2847663aefa4cc180a6cf4b41a5b0,-383,5f7d91449fcf6858e3cae19b
122,61b0b489e2bc1ac5166b1d669bbe01,-383,5f7d91449fcf6858e3cae19b
123,e69b238c9e6fd0194d673df913ffc2,-383,5f7d91449fcf6858e3cae19b
124,d78b0114ec3991e92912aa3c5b1edd,-1008,5f7d91449fcf6858e3cae19b
125,3f3bd889809a8629893acc44fe2154,-383,5f7d91449fcf6858e3cae19b
126,94eae18fbb94477ba9c80652575a4e,-383,5f7d91449fcf6858e3cae19b
127,45046d17ef880608eb9a82eca4538d,-156,5f7d91449fcf6858e3cae19b
128,0072ba4d5ae92505ffe35673bd0f4a,-383,5f7d91449fcf6858e3cae19b
129,4ef153ba39fe45ac43fc91655c2dc1,-2749,5f7d91449fcf6858e3cae19b
130,b882922eeeb1f4163a8ffe4b5a6a81,-383,5f7d91449fcf6858e3cae19b
131,790ed9c2d1086ed8cda56eecd5a86a,-383,5f7d91449fcf6858e3cae19b
132,84beed698cac1a985df7d16b0df9c2,-383,5f7d91449fcf6858e3cae19b
133,14b7592062d153c1c1be7e52b3a22c,-1029,5f7d934a37d3e67dcca32480
134,ef74bcf13dbd053ea4af72c5c0178d,-4926,5f7d91449fcf6858e3cae19b
135,fc8ebd85631db1cc0eae760bb6b6ce,-383,5f7d91449fcf6858e3cae19b
136,d5b83b658b0ca16d5eff22db398729,-2768,5f7d91449fcf6858e3cae19b
137,025dce7d563d67af91478999136196,-383,5f7d91449fcf6858e3cae19b
138,70fe37136659651161fd8107ae67d8,-383,5f7d91449fcf6858e3cae19b
139,7392a87680d12034544274eeb27bde,-4176,5f7d934a37d3e67dcca32480
140,4696e24786f358a477280078fbd959,-383,5f7d91449fcf6858e3cae19b
141,4696e24786f358a477280078fbd959,-4926,5f7d91449fcf6858e3cae19b
142,4d2a8841e91f8c326b5c90a668b835,-4017,5f7d91449fcf6858e3cae19b
143,15752033a1f68ae47d935ed2db21ae,-383,5f7d91449fcf6858e3cae19b
144,f7cd80d1f5b50154679eae00593ab2,-383,5f7d91449fcf6858e3cae19b
145,e5d5260aabe51eb04242216aaedcd8,-4472,5f7d91449fcf6858e3cae19b
146,60dd612d725b0dfd49df402823cf09,-383,5f7d91449fcf6858e3cae19b
147,b9e6aba496dc0610947bb480392f1e,-1292,5f7d91449fcf6858e3cae19b
148,26a3cdcfcf662dda575a752fd710ab,-383,5f7d91449fcf6858e3cae19b
149,71168b27ffc4b85108bfcc313064d1,-383,5f7d91449fcf6858e3cae19b
150,88b2ffc8cb8a3591f7f591f264a32a,-383,5f7d91449fcf6858e3cae19b
151,aa37a405f6ad189e3d7c79f1a166bf,-383,5f7d91449fcf6858e3cae19b
152,318e461e149b3375a058cb5025eeec,-382,5f7d91449fcf6858e3cae19b
153,766053c64e6228e6b2ecaa73b773e3,-383,5f7d91449fcf6858e3cae19b
154,4546d6e79dbd5d6e04401113362add,-383,5f7d91449fcf6858e3cae19b
155,c1ec4b0a150b32395933ccdf9f32fe,-383,5f7d91449fcf6858e3cae19b
156,19c65f12cae61e8281d605a2048381,-383,5f7d91449fcf6858e3cae19b
157,a8813d9c0ae742557dbff609edffeb,-383,5f7d91449fcf6858e3cae19b
158,e4d34e8682fd1f2fd5e0be8d32cb1d,-383,5f7d91449fcf6858e3cae19b
159,e36df76133571934dd76b860ba93a5,-383,5f7d91449fcf6858e3cae19b
160,13955375744600613a0c36b3ef9cb1,-383,5f7d91449fcf6858e3cae19b
161,48efe14ec06839dbf44d7d2a9f5028,-383,5f7d91449fcf6858e3cae19b
162,c29b41a1b17675fb2aa0e19b613584,-383,5f7d91449fcf6858e3cae19b
163,dd166dd10889e23cc8c8b476b536cf,-383,5f7d91449fcf6858e3cae19b
164,0f1898bcf7dfb3550414e6724db6b7,-383,5f7d91449fcf6858e3cae19b
165,6ea47f9e838580665f19fa08eb966b,-383,5f7d91449fcf6858e3cae19b
166,4429c482271d53b4cd85842c48d116,-383,5f7d91449fcf6858e3cae19b
167,dba46a1f085bbe6246eb44c4a8e0b2,-383,5f7d91449fcf6858e3cae19b
168,81e77c48095e934539b665dbce52ae,-383,5f7d91449fcf6858e3cae19b
169,7a0a90692343abd0eafa293b9d9b9f,-383,5f7d91449fcf6858e3cae19b
170,0da8b9adf6e05fbcd23b4f65cee158,-4926,5f7d91449fcf6858e3cae19b
171,6292254236e9521ca3bc493845b564,-2926,5f7d91449fcf6858e3cae1aa
172,cd6fa9b9e38b392faacceef316e29e,-383,5f7d91449fcf6858e3cae19b
173,9fe2c6442e7682fda41cb60aa0c489,-383,5f7d91449fcf6858e3cae19b
174,04220e676281f735ff82e3894aaf22,-383,5f7d91449fcf6858e3cae19b
175,4f2cbe31d712d276df874aa06adcb7,-383,5f7d91449fcf6858e3cae19b
176,b2c125068ad014ef687321e1a8eb7f,-383,5f7d91449fcf6858e3cae19b
177,867b078a49827304de711387f63cb1,-383,5f7d91449fcf6858e3cae19b
178,ede7a247602fa65f0a827c16969577,-383,5f7d91449fcf6858e3cae19b
179,300eb56e35a90b83118c07f4ff59f0,-383,5f7d91449fcf6858e3cae19b
180,9d12bc66757880d37e089178fe42aa,-383,5f7d91449fcf6858e3cae19b
181,6b6836a9764fd888485463a6afa7f0,-383,5f7d91449fcf6858e3cae19b
182,d616aaa801bffb40aa9d32d0f39b2c,-383,5f7d91449fcf6858e3cae19b
183,6381c77e5d63b608d6ab16cec40b45,-383,5f7d91449fcf6858e3cae19b
184,919d7276a1d3ad329a69c61cf8f7ac,-383,5f7d91449fcf6858e3cae19b
185,06e96872a28107bc17e26c14f784a5,-4767,5f7d934a37d3e67dcca32480
186,84eaf3af818fd338f420619fb023bf,-383,5f7d91449fcf6858e3cae19b
187,773c06271688521f242f246ff81ddd,-383,5f7d91449fcf6858e3cae19b
188,fe2dd233a233b37af865f73a60038d,-383,5f7d91449fcf6858e3cae19b
189,1eaf8ce6319ba1e8cefd7ccc56a975,-2257,5f7d91449fcf6858e3cae19b
190,d9fd445cb7c6c44fd20771b87fd9da,-383,5f7d91449fcf6858e3cae19b
191,1e74308df81a982a3886adffbe23f5,-383,5f7d91449fcf6858e3cae19b
192,71db902c72b8fdfd195bec22b5e024,-5161,5f7d91449fcf6858e3cae19b
193,b976253b9ce0923d5b6e9bc3205cfe,-383,5f7d91449fcf6858e3cae19b
194,1940f842a22d8f94fe54a1133529ec,-752,5f7d91449fcf6858e3cae19b
195,4e5eb1f36958fe734a0e8a3387336f,-383,5f7d91449fcf6858e3cae19b
196,49685ad1903dff67132cb6562cf4c0,-383,5f7d91449fcf6858e3cae19b
197,f20e8cfbe75432532c2f09a9ae8d9f,-383,5f7d91449fcf6858e3cae19b
198,bc2a554d39788ffc9740a45dd5c715,-383,5f7d91449fcf6858e3cae19b
199,413c5dfa37866f0aa32e1fdedace6c,-383,5f7d91449fcf6858e3cae19b
200,d29cbc2ed3e73273e15d6788590a3a,-383,5f7d91449fcf6858e3cae19b
201,2d3074cde748b6fa5a93834ef0e22f,-383,5f7d91449fcf6858e3cae19b
202,a00737d57be9f29e37a4e7920c0d36,-383,5f7d91449fcf6858e3cae19b
203,6866b3ebbea95281703e3d11ffddb4,-4472,5f7d91449fcf6858e3cae19b
204,fcb81d9a060651707ba57a70c3ade7,-383,5f7d91449fcf6858e3cae19b
205,49a75a28b5e21058ad05674f145832,-383,5f7d91449fcf6858e3cae19b
206,07450009d39d9681a63ef24ddb27e9,-383,5f7d91449fcf6858e3cae19b
207,41cfc393f6bbe544c91b217c5064a8,-1499,5f7d91449fcf6858e3cae206
208,dcfe22ca190a04c16ccc8c85fb9469,-383,5f7d91449fcf6858e3cae19b
209,2a047cac49d3a8cf5718758256c5d9,-383,5f7d91449fcf6858e3cae19b
210,be0ef2570bf5629175cb09753a9c01,-4926,5f7d91449fcf6858e3cae19b
211,f3ae9661d4637364dbf3b26f25fab8,-383,5f7d91449fcf6858e3cae19b
212,4a953dd06e80bd8fda8dfeafabdd57,-383,5f7d91449fcf6858e3cae19b
213,23f9cf3a8b1444233489b3f618c7a9,-383,5f7d91449fcf6858e3cae19b
214,ee57c0cc87eeee8a31579e3995a658,-2512,5f7d91449fcf6858e3cae1aa
215,9b07ea2018f53948181d2dae20cbc4,-383,5f7d91449fcf6858e3cae19b
216,a01d033667a33138810ee9e1cb99fd,-383,5f7d91449fcf6858e3cae19b
217,d83c3aeac92169c80d7f4713102898,-383,5f7d91449fcf6858e3cae19b
218,afac7d025420b7a1858cddc136d615,-383,5f7d91449fcf6858e3cae19b
219,4dbd06f6d164b264779592238ce384,-4379,5f7d91449fcf6858e3cae19b
220,5f9191b23a2785bd124053d0908ffc,-383,5f7d91449fcf6858e3cae19b
221,afc7bbd67e28c4f3b55cd698897a6a,-5004,5f7d91449fcf6858e3cae19b
222,6aa1c94704b75a2a5352ac40611b51,-383,5f7d91449fcf6858e3cae19b
223,c769827aea3c4a89afcd011dd450dc,-617,5f7d91449fcf6858e3cae19b
224,20ef53ddd51f3136894d8ac758eb5f,-383,5f7d91449fcf6858e3cae19b
225,3e4bd0bbc795fe820a16d907512f3d,-425,5f7d91449fcf6858e3cae19b
226,b78f700989936c2f678b0257f9b4b7,-6982,5f7d934a37d3e67dcca32480
227,39907a7886f906fc2f90bf1b2c44bf,-1192,5f7d91449fcf6858e3cae19b
228,716feb4787ae752d218b0a07012051,-383,5f7d91449fcf6858e3cae19b
229,5e6d1b2f1e959cb42422ad73f4d30b,-383,5f7d91449fcf6858e3cae19b
230,8c844b4ba1220bdfc741ed24eb4ef4,-383,5f7d91449fcf6858e3cae19b
231,6dd926ef0fd1aa06ea1a250ba0176e,-2853,5f7d91449fcf6858e3cae19b
232,54be0f75bc79db074cac78356dfd89,-383,5f7d91449fcf6858e3cae19b
233,5a9ee31c6d516278bd5581a0d1e315,-383,5f7d91449fcf6858e3cae19b
234,02a96be589ec0e9985747840fca820,-383,5f7d91449fcf6858e3cae19b
235,1f61f9317681627abd546fce1056ab,-383,5f7d91449fcf6858e3cae19b
236,077d481a32f0fa8cec86e608879886,-383,5f7d91449fcf6858e3cae19b
237,3ccc8cf681e8d2e0bdf4c749af5078,-383,5f7d91449fcf6858e3cae19b
238,5e5f6e060b14e419fa6b9baded9176,-383,5f7d91449fcf6858e3cae19b
239,d27cf083bcc91783be383dce8b6981,-383,5f7d91449fcf6858e3cae19b
240,062a797528278aa9718738ade48b71,-5040,5f7d91449fcf6858e3cae19b
241,3d6a6600423595540df54f61d70776,-383,5f7d91449fcf6858e3cae19b
242,73a9246936bb48a2e6c3b7779e8127,-4926,5f7d91449fcf6858e3cae19b
243,c7ab75a631f5650ffbcc2c11491300,1,5f7d91449fcf6858e3cae19b
244,1749a3d82c8f3c8532ed3f427e61e8,-383,5f7d91449fcf6858e3cae19b
245,f6538245d2217e2ece8a0c19693252,-383,5f7d91449fcf6858e3cae19b
246,122f9f154453ea401b0c7601b76bd1,-2712,5f7d91449fcf6858e3cae19b
247,3d7755bd09548eec3c0a1b001c159b,-383,5f7d91449fcf6858e3cae19b
248,439706a15d4aebf2ed1faf5a804531,-383,5f7d91449fcf6858e3cae19b
249,0af1d341990f935eac5b512c725674,-3208,5f7d91449fcf6858e3cae19b
250,bc2942072f501a7089a47435c07ae8,-383,5f7d91449fcf6858e3cae19b
251,3a798eb9992278d3df7f6868428265,-383,5f7d91449fcf6858e3cae19b
252,5197ed8c75e42b2016d8841662613f,-383,5f7d91449fcf6858e3cae19b
253,69a36a44fe65edd27a59c223a677e4,-383,5f7d91449fcf6858e3cae19b
254,3b8601bcfd95d92c4a4447f5acc997,-383,5f7d91449fcf6858e3cae19b
255,0617fb3623daf414c209743cb94bde,-383,5f7d91449fcf6858e3cae19b
256,77da3e5d8bd96dca6875136fff531a,-383,5f7d91449fcf6858e3cae19b
257,dd07f003508925a3149fe047cb1a77,-3833,5f7d91449fcf6858e3cae19b
258,8f09b34f29225cab2124ac2522da74,-383,5f7d91449fcf6858e3cae19b
259,193a8386edc7fd242f13fdc8cfd320,-383,5f7d91449fcf6858e3cae19b
260,a752ba026dc132ee55137f3eaf1f3d,-383,5f7d91449fcf6858e3cae19b
261,01d381da45e77a2f2d367aeefe0536,-383,5f7d91449fcf6858e3cae19b
262,52a09f5db82ab2ab024682fe20d12b,-383,5f7d91449fcf6858e3cae19b
263,002f8ffe39fca0a55bb643f4084254,-383,5f7d91449fcf6858e3cae19b
264,ff77419de00c53503bc1a7228df44b,-383,5f7d91449fcf6858e3cae19b
265,325ea820725bbc2db2301f88f2debb,-383,5f7d91449fcf6858e3cae19b
266,f89d2de72b9d713c8f74de9f569832,-1384,5f7d91449fcf6858e3cae19b
267,f89d2de72b9d713c8f74de9f569832,-383,5f7d91449fcf6858e3cae19b
268,cac1c463c26b331edb499cb9757593,-383,5f7d91449fcf6858e3cae19b
269,3e3751d4926ffeb48ed40d9c82387b,-383,5f7d91449fcf6858e3cae19b
270,dfdf584e1cbfe83236e5379aed11d7,-383,5f7d91449fcf6858e3cae19b
271,1013aecfbf9e37a07c1ab0dc1d674d,-1462,5f7d91449fcf6858e3cae19b
272,fefd02e70e4e111a0037546fd7a6ad,-383,5f7d91449fcf6858e3cae19b
273,db8f26eaec44984c65a21d1c3de538,-383,5f7d91449fcf6858e3cae19b
274,6c53d3272b501bc4677daf625a098f,-383,5f7d91449fcf6858e3cae19b
275,4edaed84c3450edf678fc58a24ddd9,-383,5f7d91449fcf6858e3cae19b
276,1aafc7bd7ea8f9bd289ab6377488f3,-383,5f7d91449fcf6858e3cae19b
277,d88fb2ccbcbf1284cece14dc305bf1,-383,5f7d91449fcf6858e3cae19b
278,2b3c9a8046c36b003959cedf4c9b2d,-383,5f7d91449fcf6858e3cae19b
279,6f00754a3c261e5ebad581db87daf1,-1206,5f7d91449fcf6858e3cae19b
280,9ab742c6e3dde30d49f79deda93d5f,-383,5f7d91449fcf6858e3cae19b
281,c73c40cb34c2f52763258ad99385e4,-1313,5f7d91449fcf6858e3cae19b
282,596e9ed2f003ed04da5c83efb7d888,-383,5f7d91449fcf6858e3cae19b
283,7082d482ea47ae011d95d2145d3f34,-383,5f7d91449fcf6858e3cae19b
284,e5b8e0b4233770793870d369541170,-383,5f7d91449fcf6858e3cae19b
285,b61b0072e1f510a6de192a52ed27c5,-1547,5f7d91449fcf6858e3cae19b
286,a912ad3caef0013c4708765159b935,-3382,5f7d91449fcf6858e3cae1aa
287,5142bd34cc192feb8b1469d5761b9f,50,5f7d91449fcf6858e3cae19b
288,03cedaae9b3fa46295939153e19a25,-383,5f7d91449fcf6858e3cae19b
289,53250bff1083ed8348cd11345ab3cf,-383,5f7d91449fcf6858e3cae19b
290,9247c8369bde0fbca7ba0999979ce0,-269,5f7d91449fcf6858e3cae19b
291,71e9cd3902c68d5f428fe59db1c2e2,-1256,5f7d91449fcf6858e3cae19b
292,c1eccc707318cd18e6e569689dbb10,-383,5f7d91449fcf6858e3cae19b
293,90559644b9051c1cf30adde59bad64,-3308,5f7d91449fcf6858e3cae19b
294,c1c121d71fc2dcdf6041204655a13f,-383,5f7d91449fcf6858e3cae19b
295,f8a6892d378ffe492e7c2d95d9ff0c,-383,5f7d91449fcf6858e3cae19b
296,8e0434c04801ddc6464e965d1c324c,-3194,5f7d91449fcf6858e3cae19b
297,bf7e84212fab4eaf64d55355dc34e4,-383,5f7d91449fcf6858e3cae19b
298,7958c812fd72a696f99d274f81b16c,-383,5f7d91449fcf6858e3cae19b
299,c895641b16d81087e95dcee6e4c27b,-383,5f7d91449fcf6858e3cae19b
300,6665a6f2574a75d26a86106f5b9d68,-383,5f7d91449fcf6858e3cae19b
301,47f8f2ac2ef577571a17be9609a874,-383,5f7d91449fcf6858e3cae19b
302,9fd913c9627eb9c0c35160b78e4f61,-383,5f7d91449fcf6858e3cae19b
303,9206ec708aa9567dd1152452bc3c9e,-3669,5f7d91449fcf6858e3cae19b
304,727a799a2ceb94ab16a9c5577b0f25,-383,5f7d91449fcf6858e3cae19b
305,d7728ae9895a299a7bf02562113d5a,-383,5f7d91449fcf6858e3cae19b
306,2d3e3ad20903cb2ec7680c3438f41f,-383,5f7d91449fcf6858e3cae19b
307,5931c8cfa4c10ef3f5d9fe67126ed6,-383,5f7d91449fcf6858e3cae19b
308,133e0676a072aab88084f525a1315e,-383,5f7d91449fcf6858e3cae19b
309,eb6c51fe54b87488bd90a13cf7d642,-383,5f7d91449fcf6858e3cae19b
310,9bf39d8f966436c05fd36a4f09dbbe,-383,5f7d91449fcf6858e3cae19b
311,bc0e1f609bfdd67a19d9380741b1fb,-383,5f7d91449fcf6858e3cae19b
312,d363067ed498ceaa601d7a66f7cc7e,-383,5f7d91449fcf6858e3cae19b
313,0fa66ec548cf96f44451c418587d84,-1974,5f7d91449fcf6858e3cae1aa
314,4d6aec1540b0b30ae32ff3b2bc9019,-3385,5f7d91449fcf6858e3cae19b
315,a6042c947a952e79b9e329ec75bc43,-383,5f7d91449fcf6858e3cae19b
316,4266e4cbd8e3dec77d0716fe84a7af,-383,5f7d91449fcf6858e3cae19b
317,c6f8e72bbf56edafebff29bc672c51,-1277,5f7d91449fcf6858e3cae19b
