,hash,offset
1835,c1be764e6aa4e0bb338a5d2d9f076d,75
1836,044f41870331ae30c4535c39ff1d6f,75
1837,1b50313c491b397e2da24ce616534b,75
1838,3ef341d3268541f268157ce2988294,75
1839,ed216093ab585a58cb8a7bec4c7574,75
1840,1efe4d3e81714a796e5ece4d0ffb39,75
1841,89ffad7ace0a43c01252e88ef87184,75
1842,1ac7561c76862a0ca1d1be73fd97a6,75
1843,817828c53d47f78db3de33394be8cf,75
1844,dacf6a5f05c36a2ac35e602b96aceb,114
1845,d708ea70bb23796ecd19bf7cd86f9e,114
1846,31895727accb0a8c282917f35f173f,114
1847,27014b152744f1dd77bb65f33c909f,114
1848,766e29038c41a6da2bad6d1e2dffe7,114
1849,a3a67da6c564c185b863f42faa3c7d,114
1850,db7a197f5abf886bc60e52e390cc90,152
1851,c1b6fede71a9692be159bf349442ff,152
1852,737c05b05dbafb63fe5114b485a396,76
1853,2203dcc03734a0fbf1c50e535133ed,76
1854,4b38f0fbff0d85ebc6186c043ed7d1,76
1855,1b8e65a5e040742d1675eaff7d72b9,76
1856,0b0bd86a38822d821926ddf79239b1,76
1857,9d5294d76c5b7a26a41de373b3e61b,76
1858,86850e1c6e869436b86f37b8bb9abe,76
1859,df3384517490eba2ae56e678d4f5ac,76
1860,381cc105098aba047a5a0ae6191193,76
1861,8fbf15db41d5e6fc116ee7f474bd2b,76
1862,91512f8b756b2b0aa15b028dad3921,76
1863,b57d6723ac68a59ab0fae9620058a6,107
1864,d837564798132632aace00a5e2284f,107
1865,bde9d5331174826f6e94ecd50c1c0c,107
1866,afbd7b05a60221c4351cf5da2be3e3,107
1867,753f14b1884841c2b336e3b5512f56,107
1868,ff904cb6a33e94c3e0412283308c38,107
1869,698a6af3a24fcb2b00b70faaab6d1a,107
1870,eac618d4939920e54d2d92f639cb32,81
1871,d2c48735e84f6f507f9d148d96eba5,81
1872,2f4fe3e08d2d89e6bfa380f94be001,81
1873,5f26c0bbd6d9a9bc6def688228e14d,81
1874,02b100b1b79b50a8653dac0673297a,81
1875,a9911175d9e3818ee052b797ded65a,81
1876,866b4935744ca1bfa135e7ad5c7f97,81
1877,72f576872fc7391f2903c2d2488a38,81
1878,00ac9876ab6673368d914fd1dd0daa,81
1879,14ab31b8430c32f710e50b16502a49,81
1880,83c689f0d04b4afd194ce8c606b17a,81
1881,4a7db64fad33294cfa0e73c98c661c,116
1882,95415c9575adafdec90c44d4a93230,116
1883,3a67fa794f81fcdb95360b8d0f3957,116
1884,2d43966e6e09fd0e9632b7edf91ab2,116
1885,bebb13ee1eace73bb86c3edbbc25b1,116
1886,4cceb063b9dbdde1a1b6ae7c2d3838,116
1887,af93a19333956d71702928ba768110,159
1888,d71359194224aa72ced332a8a1b542,159
1889,4d567bb8f8911dc41dfb5c132c6c1a,159
1890,3630148f84685052ad1dde0f19033e,147
1891,305dc99640e4d2e13eb0fb766b1303,147
1892,3eb6aac005c5ae50897ca209459063,147
1893,b32a1fdb5955c23b28cd6bb871805e,147
1894,e726869d2f4628f47f49be4fda7b70,81
1895,5f5b8fffc9cd9ea4682e5784dcfc72,81
1896,48af22bd6fc7d5e4e9a8f72d4db970,81
1897,ccbfdf64396832f872b796e73aef3d,81
1898,25eedd94703a079e092e7a692d9e6b,81
1899,9636f87195f1de8fcff3bddf4fa2fe,81
1900,4cfcb7f320fbba2060a43e14dc397d,81
1901,0c4255dc34317d85fd49e0ab105012,81
1902,554e769aa70cce98fbf774b9d17b9e,81
1903,fb2dd0186baa88196addbbc27010a6,81
1904,1566492ba8d2b4999a14f57e86c9f3,57
1905,8a217c56c637d443fd7cbcd5886e91,57
1906,c5d8b03b9976e9af832e90dd6551c6,57
1907,e3f35d12f629b820d5f95427c946bd,57
1908,042ce1627c00eda034a2a54a44588a,57
1909,bcd5bc7e032b7cb1da32032edfef48,57
1910,4d1fd0678103e2383a87209dff7158,57
1911,15186e77cf48da72a45667333fcae3,57
1912,dec442a9e8866012df3901538e8eea,57
1913,2fed766751f633f86905b51799193f,57
1914,56885124b5a2d06dfd1c5f05b2b2f6,57
1915,5a11cf3961471a461c02eb950886ca,57
1916,975f7e29e46031f4104fb4dc5d6ec0,57
1917,701406a5f8a921304578cb38ca3b47,81
1918,56fa4fb749d00e1b752973a19c68df,81
1919,2a71609006831a4acb7704ef98d741,81
1920,482047ac2502e99fd83e2b74262522,81
1921,47e3269a6ae93641fc00ada1c27f3a,81
1922,e9b3a86a1614f1d4293b6e97cac99e,81
1923,1f901badd66d1e43b05ec71cbefa22,81
1924,938863ca0c0372a581da635577b5fc,81
1925,0d7d131880d18f58813e8bfac9dd2d,81
1926,eb000aaced19509994444391e2948b,81
1927,6ffa70b810527a2c55810baf8a90d7,81
1928,fbb073168d0c6e3cb315c21713fa61,74
1929,5c17693aa2354628214cbf883b0539,74
1930,7e81b297692c35924c7b480cd03ee5,74
1931,599f8ff454acd00af5e6b9d55068f0,74
1932,b4374c9189c67f676da7ec5d660e6d,74
1933,890ac17c8b701f2f51be8ae14da453,74
1934,2ce19c436e057db0870e1ea8afd460,74
1935,6f56ff5225832564e428327b4acdd3,74
1936,cd9b76e23591196bcc0bce60853d48,74
1937,8eafece9406d25d8d666baa902aa18,74
1938,71b5337e4333084d69b3da4ed74fd8,74
1939,dd9d02a15d6aab5147b4ffa08177a6,74
1940,63923e90073be679ce7cbed48a7e12,34
1941,1d22210e23c9fbfd8c735458f76e5a,34
1942,5beae195c39da75520de91799127ea,34
1943,cfdc80e029ba4037ac874cdc0ab78d,34
1944,274a31f2631174aeddce9fcd439d90,34
1945,cc09eb2b48f2589fb52dc294bbdcd9,34
1946,c6439fd715808284f0b414a5b784cf,34
1947,77f31d13010c6a557e1ec0c1fdc214,34
1948,eee57521c5a105d2ee9f69831658bb,34
1949,2d332b0250152583b94f4623f8b0a2,34
1950,5cdd25436a9b31d8531b644847e3c9,34
1951,463454375fc6fba35e23be1098356f,34
1952,e30f5724e565550dc7760e83384792,34
1953,0d056bcf6dd8e9d5ac4c89c81d9c48,34
1954,c812f3acabba22b1c9f4b7b8fa793e,114
1955,fdc54cf9f8313933c6dfe23b897a4a,114
1956,a315edfa61e97b2032447eec5756cb,114
1957,80c9ebb5dbd2b8e3b5bdee14de411f,114
1958,9bcf03250e269ffe06d07b3641278e,114
1959,70acc6f7e0106405643d3cee6ef571,114
1960,93e1d9cb718b1ee6f2c6562fbf4597,114
1961,c3f2e663b15b7964bef0adff385b79,114
1962,6308d7465677ccbd87bae4b576eadf,114
1963,b82b05cdd7f35aa7968ed985fbcfd2,114
1964,7ce91e40e6d0d2f01f30d6ef2476a7,85
1965,ce1b1b67e493fc560ab8ae2757ed43,85
1966,83f740e1c3ad2bab7fc762d2d2ae14,85
1967,bcae7a538a4020c27683deb8a4c70c,85
1968,d40646cfd0c333feb42c1b04af0ac2,85
1969,50f5de326999ab9f628c1c0a729be6,85
1970,5fc1ad6fe03b622a3fedeab451d917,85
1971,5e2bda756ffa46fd1d6856cd2606a8,85
1972,5bc68ff0159448134ab4575e93a269,85
1973,4bd48af6fe3507c11149dd477a58e3,85
1974,cf158002e4be52a2fd6ed5df034129,85
1975,d77b149e571aed8d782be02b215a2c,85
1976,4869e1ad8d9e40895a078571bc9ddd,159
1977,b6055bfd7cf8230a1aecb5c3527054,159
1978,0bf9b785685351ef457d04a089ed18,159
1979,ed0c176e8aa5637df3c249813f2cc4,159
1980,d6f80e3be05bac661ee6ae183487fd,130
1981,38d04c25febf67b9378c3508df0d06,130
1982,9f5e1999e3aab24e7f996523f27904,130
1983,1981fce8b7a83d8744cd7caa2b0dd5,130
1984,08ea6289f42002e572201f0c3c0c71,130
1985,1d77de101d71eeb3178893bcfd89b5,130
1986,f1fb181ae5a681c2ac28fa05b18dca,130
1987,6fb115e0c1a6cc8a814a12bc7b1b32,114
1988,8605141cc0666710e5286f02959c8c,114
1989,e438249c82bfe4ca7133ecefe6b103,114
1990,a11976c2ba048eae603355d19bd750,114
1991,43e5bbc558afff70f73a232444045e,114
1992,6cd3061fe677a5b9d59741f34be091,114
1993,88a36204f0ac788ca426eb972c86c1,114
1994,a582916de7e8538f70598c82fd0f2a,114
1995,fd71c3165abf008fe59cb74e630d6c,114
1996,06642e860b1ad657dbd8439acf504d,114
1997,fdb089c509970bbf3a68a876a5e1fd,131
1998,205fde2c30053c846a79162dda668e,131
1999,37ad6cfa39802beb33a6b96efebd73,131
2000,2cf6781aff8d59bc4aabf5b5f107d0,131
2001,4ed55c4165886fbf05f0ee0fe9617d,131
2002,5eb553c84eab5c7fff9951e6adf797,131
2003,da082d460369577bc168cc78f35f20,131
2004,c274e1e0afee18fcfc26117421873f,159
2005,ff26c21f6f718f0932a7926092db0d,159
2006,173a185d0041e9827bd2b77113888b,150
2007,a7ecb143f1dbec9b57321644c1f897,150
2008,faa59673a04926ccd66a87aa49987a,150
2009,35b0a1f67ed7f9b1a335898bc158be,150
2010,86d405f8e0b79e95171a75713473dc,65
2011,9e857e8f9c2cf87f47e859d64af9bb,65
2012,40de597ba8baf8074b94642c39fef3,65
2013,af6049e7ff8401caa077f3569e0abc,65
2014,ee59187127b9bede40077156093d8f,65
2015,06f9f56a04ddfc873ac8efbc08e329,65
2016,ffada6e89f4c02fcbc0f8965f6d8a9,65
2017,94d5030f815b49da4ebfb3956836ce,65
2018,1f2a18e6f9ab132c356f1ff8ad22f9,65
2019,6476f4353ed99bb71eb2afae019bcf,65
2020,aec8715fea7a13287f4a80993928b1,65
2021,4e5687d11c74e4c8dae83ccf79eb0c,65
2022,96d94962e7a33452236f47989f3368,65
2023,dd0f69f3c89f172b9f5229ff305f62,65
2024,6cdcb496d7e7093801c099326106a3,131
2025,048d6c316232575ef60800ae9ac6eb,131
2026,1852bafe103740720ec75392754c6e,131
2027,f00b2d2f6756824146babafc53ad31,131
2028,df36bb6d11447bef607345bed547da,131
2029,0b7034aea8e2d2d041dd076a5c85c3,156
2030,f9d99c88d707d0a21b94be6567625d,156
2031,fd00603d2bf653b2a202ffda4c83dc,156
2032,9a0f8721dbf64de890690cc2209bc8,156
2033,e4d8991707cc1d0b147a749dd91ec5,156
2034,c3bbfc49fe61aa83f0ae230568af75,87
2035,2c2be38b7b772404a7f18ed7ebd8eb,87
2036,27b06ceb236ba785354f0d29f4ebe9,87
2037,a7843913068f0927760850cca50eaf,87
2038,950c5530611d4b31a4eec5f5c46e69,87
2039,846cbc7f849db10588fa9b5791abe1,87
2040,14045e4d50f6986c58bf811b5e9a39,87
2041,7c9f72356509341da27bd11d468d32,87
2042,549a59660c7c0d90449add85fb1d0f,87
2043,23bd1236d3aea2cfe174c950d58ee5,115
2044,5ec704190c33f2ff828c28a9b8b00b,115
2045,268c08677044ef417142a69058befa,115
2046,16f84ed2b79dd7945c6ed5a9cf0d85,115
2047,80cb27b395943d9aaf172ff76361dd,115
2048,020248365bc1a5167274db7d854968,115
2049,ce09c63f125f634a4cad7d88650a92,115
2050,a5d1c3acb32dae0ad5b4288cf1c69d,75
2051,beae0633048872a444d6a020788fde,75
2052,1257b0ad1ad1b1358162bf65023383,75
2053,c1a3549b90723d018440ccca0a182c,75
2054,8ceb679eb9e185472a77e9400d5fcf,75
2055,faad662dacff46d6edb9fc656c1d75,75
2056,5b94e537f588e7a56211b20265d237,75
2057,228046e18229d7a4ba88171a6b081a,75
2058,eaa921191da4fdf6bea5be0e896f7a,75
2059,6cf0f02d538d6e88f002b50df261bb,75
2060,ec24a1163d4e3c26f57080cc034d37,75
2061,127511613c13a57a3bbf351562c9c1,75
2062,064266b325ad96e09655bbf625909e,156
2063,e7417023d46101a719e89bd534edcf,156
2064,6f79680aedbb27787f91bdbda5ab8e,156
2065,5c49fe8a6e7819e9e4bf2e8c2a6147,156
2066,d5f9d6060c5a26a828db7909f30b8a,156
2067,19d41a273d2de574861ea43de055d6,73
2068,32351ac088c8200b85be1ac65ba5a2,73
2069,84c9e7bc795409836a9f8781f51926,73
2070,9b277d2f91e4091d8003ef3243fce1,73
2071,6ec679cf09a57ff61006d5b6a2f21c,73
2072,fb20a8cf0a77a2a8ea57f7121c89ba,73
2073,bd236716f7e70145044bd2fc0c89bd,73
2074,05591ed1855d3d869e0a0cf304bc0f,73
2075,53e311390e188e4d1821d50b21d38b,73
2076,4e87b9a52fa09a06e3068092235a7c,73
2077,15cf3a99b7a2e8d7edf4013cde665c,73
2078,b9400a37d243aff8dea1ed64d0c3ad,73
2079,ec6dda6cf25ca3569b6e334a96e5d7,160
2080,8b73a9091df3cc317e430c7b78b140,160
2081,4b27d6a1e0a39a1a2c258f627d1d8b,160
2082,1ed100a26536c728eca94c94730a55,114
2083,eadcebad3b7fac15468a123fb3492c,114
2084,bc55fedf43e2974cb57aa274c507fa,114
2085,541b90ff903ad9a2d9e0bd5012ca5a,114
2086,c987b939f80e5621d2eecbe868c7d7,114
2087,207f3b39cf9412561fe79b78f715bd,114
2088,67ed8445e92e561550bafffb615466,114
2089,15eae9ccc8fdf9fd87be9e30d70100,114
2090,8600a1fe59d44d31bf24c8d16c0e69,114
2091,965820e1defa244177e5300d681996,116
2092,2024f0caab060a1618c8c44b719773,116
2093,ffe2c1458cc64e9f52eeefde4b603d,116
2094,478c42269c50ae9148720298fc9702,116
2095,e188228d43269926d62ac4770f950d,116
2096,a948935a5eadc0b647ba5d58bc963e,116
2097,7a858fcc695d8dd26f0756e33bf9bf,116
